PetrieLength, Size
ReflexibleManiplex([ 8, 48 ], "(r0*r1*r2*(r1*r0)^2*r1)^2,r0*(r1*r2)^4*r1*r0*r1*(r2*r1*r0)^2*(r2*r1)^2,(r1*r2)^2*r0*r1*r2*r1*(r0*r1*r2)^3*r0*r1*r0,((r1*r2)^2*((r1*r2)^2*r0)^2*(r1*r2)^2)^3")#48#1536
ReflexibleManiplex([ 8, 192 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^83*r2*r0*r1*r2*r0")#192#1536
ReflexibleManiplex([ 8, 192 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^94*r0")#192#1536
ReflexibleManiplex([ 8, 48 ], "((r1*r0)^2*r2)^2*r1*r0*r1*r2*r1*r0*r1*r2,((r1*r2)^3*r1*r0*r2*r1*r2)^2*(r1*r2*r1*r0*(r2*r1)^2*r2)^3*r1*r0*r2*r1*r2,r2*r1*(r0*r1*r2)^2*r1*r2*(r0*r1)^2*(r2*r1)^2")#48#1536
ReflexibleManiplex([ 8, 48 ], "r1*r0*(r2*r1*r0*r1)^3*r0*r2*r1*r0,(r1*r2*r1*r0*(r2*r1*r0*r2*r1)^2*r2*r1*r0)^2,((r1*r2)^2*r0*(r1*r2)^2)^3*r1*(r2*r1*r0)^2*r2*r0*((r1*r2)^3*r0*r1*r2)^2*r1*r2,(r2*(r1*r0)^3*r1)^2,(r2*r1*(r2*r1*r0)^2*r1)^2")#48#1536
ReflexibleManiplex([ 8, 12 ], "(r0*(r1*r2)^2*(r1*r0)^2*(r2*r1)^2)^2,r0*r2*(r1*r0)^3*(r2*r1)^5,(r1*r0*r1*r2)^2*(r1*r0)^2*r2*r1*r0*r1*r2*r0,(r1*r2*(r1*r0)^3)^2")#12#1536
ReflexibleManiplex([ 8, 12 ], "((r0*r1)^3*r2*r1)^2,(r0*r1*r2)^2*(r0*r1)^2*r2*(r1*r2*r1*r0*r1*r2*r0)^2*r1*r2*r1,r0*(r1*r2)^5*(r0*r1)^3*r2,(r1*r0*r2*r1*r0)^4,(r1*r2*r0*r1*r2)^6,((r2*r0*r1)^2*r2*r1)^4,(r2*r0)^2")#12#1536
ReflexibleManiplex([ 8, 12 ], "((r1*r0)^3*r1*r2)^2,(r1*r2*(r1*r0)^2*r2)^4,r2*(r1*r0)^2*(r2*r1*r0*r1)^3*r0,(r2*r1)^5*r2*(r0*r1)^3*r0")#24#1536
ReflexibleManiplex([ 8, 24 ], "(r1*r2*(r1*r0)^3)^2,(r1*r2*r1*r0)^4,(r2*r1)^2*(r0*r1)^2*r2*r1*r0*r2*(r1*r2*r0)^2*r1*r0,(r2*r1)^3*r0*r2*r1*r2*r0*r1*r2*((r1*r2)^2*r0*r1*r0)^2*r1")#12#1536
ReflexibleManiplex([ 16, 48 ], "r0*r1*(r0*r1*r2)^2*(r0*r1)^2*r0*(r1*r2)^4*r1,((r1*r2)^3*r0*r1*r0)^2,(r2*r0)^2,(r2*r1*r0)^12")#12#1536
ReflexibleManiplex([ 16, 48 ], "(r0*(r1*r2)^2*r1*r0*r1*r2)^2,((r1*r0)^2*r1*r2*r0*r1*r0)^2,r1*r2*(r1*r0)^2*r1*r2*(r1*r2*r0)^2*r1*r2*(r1*r0)^2*r1*r2")#12#1536
ReflexibleManiplex([ 32, 96 ], "(r1*r0)^2*(r1*r2)^4*(r1*r0)^6*r1*r2*(r1*r0)^2*r1*r2,(r1*r0*r1*r2*(r0*r1)^2*r2)^2,(r1*(r2*r1*r0)^2*r1*r2)^2,(r2*(r0*r1)^4)^2,((r2*r1)^5*r2*r0*r1)^2")#12#1536
ReflexibleManiplex([ 128, 384 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^6*(r1*r0)^57,((r1*r2)^6*r0)^2")#12#1536
ReflexibleManiplex([ 128, 384 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#1536
ReflexibleManiplex([ 32, 96 ], "((r0*r1)^3*r2*r0*r1)^2,r0*(r1*r0*r2)^5*r1*r2,((r0*r1*r2*r1*r0*r1)^2*(r2*r1)^2*(r0*r1)^2*r2*r1*r0*r1)^2*(r0*r1)^8,(r1*r0*r1*(r2*r1*r0)^2*r1*r0*r1*r2)^2,((r1*r2)^2*r0*r1*r2)^2,r2*(r1*r2*(r1*r0)^4)^2*(r1*r0)^5*r1*r2*r1*r0*r1*r2*(r1*r0*r1*r2*r1*r0)^2*r1*r0*r1*r2*(r1*r2*r1*r0)^2*r1*r0*r1")#6#1536
ReflexibleManiplex([ 16, 48 ], "r0*(r1*r0*r2)^5*r1*r2,r1*r0*((r1*r0)^3*r1*r2)^2*(r1*r0)^7,((r1*r0)^2*r1*r2*r0*r1*r0)^2,(r1*r2*(r1*r0)^2*r2*r1*r2)^2")#6#1536
ReflexibleManiplex([ 16, 48 ], "r0*r1*(r0*r1*r2)^2*(r0*r1*r2*r0*r1)^2*r2*r1*r0*r1*r2*(r0*r1)^2*r2*r1*r2,(r0*(r2*r1)^3)^2,((r1*r0)^2*r2*(r1*r0)^2)^2,(r2*r0*r1)^12")#12#1536
ReflexibleManiplex([ 32, 96 ], "(r0*r1*(r0*r1*r2)^3*r0*r1)^2,(r1*r2*r0)^12,(r1*r2)^6*r1*r0*(r1*r2)^2*(r1*r0)^5*(r1*r2)^2,r2*(r1*r0)^3*(r1*r2)^2*(r0*r1)^4*r2*r1*r0,(r2*r1*r2*r0*r1*r2*r1)^2")#12#1536
ReflexibleManiplex([ 32, 96 ], "((r0*r1)^3*r2*r0*r1)^2,(r1*r0)^3*(r1*r2)^4*(r1*r2*(r1*r0)^2)^2*r1*r2*r1*r0*r1*r2,(r1*r0*r1*r2*r1*r0*(r2*r1)^2*r0)^2,((r1*r2)^2*r1*r0*r2)^4,(((r2*r1)^2*r0)^2*r1)^2")#6#1536
ReflexibleManiplex([ 8, 24 ], "(r0*r1*r2)^6,((r1*r0)^2*r1*r2*r1*r0)^2,(r1*r2)^2*r1*((r0*r1*r2)^2*r1*r2*r1*r2)^2*r0*r1*r0,(r2*r0)^2,(r2*r1*r0*r1)^4")#6#1536
ReflexibleManiplex([ 8, 24 ], "((r0*r1)^3*r2*r0*r1)^2,r0*r1*(r0*r1*r2)^2*r1*r2*(r0*r1)^2*(r0*(r1*r2)^2)^2*r0*r1*r2*r1*(r0*r1*r2)^2,(r0*r1*r2)^2*(r1*r2)^2*r0*r1*(r0*(r1*r2)^2)^2*r1*r0*r2*(r1*r0)^3*(r2*r1)^3*r2*r0*r1*r2*r1,(r0*(r1*r2)^2)^2*r0*r1*r0*(r1*r2)^4*r1*r0*r2*(r1*r0)^3*r2*((r1*r2)^2*r0)^2*r1,r1*r0*r2*r1*(r2*r1*r0)^2*r1*r0*(r2*r1)^2*(r0*r1)^2*r0*(r1*r2*r1*r0*r2)^2*r1*r0*r2,(r1*r0*(r2*r1)^2*r2)^4,(r2*r0)^2,(r2*r1*r0)^2*r1*r0*r1*(r2*r1*r0)^2*(r2*r1)^3*r0*r1*r0*r2*r1*r0*r1")#6#1536
ReflexibleManiplex([ 8, 24 ], "(r1*r0)^2*r1*(r2*r1*r0)^4*(r1*r0)^4*r2*r1*r2*(r1*r0)^4,r1*(r2*(r1*r0)^2)^2*r2*r1*r0*r1*r2*r1*r0,r2*r0*(r1*r0*r1*r2*r1*r0*r2)^2*r1*r0*(r1*r2)^2*(r0*r1)^2*r2*r1,(r2*r1*r2*(r0*r1)^2*(r2*r1)^2)^4,((r2*r1)^2*(r0*r1)^2)^3")#12#1536
ReflexibleManiplex([ 4, 384 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^181*r2*r0")#384#1536
ReflexibleManiplex([ 8, 96 ], "(r2*r0)^2,(r2*(r1*r0)^3*r1)^2,((r2*r1*r0*r2*r1)^2*r0*r1*r0*r2*r1)^2,((r2*r1)^2*r0*r1)^2,(r2*r1)^17*r0*(r2*r1*r0*r2*r1)^2*r0*(r2*r1)^12*(r0*(r2*r1)^2*r0*r2*r1)^2*(r2*r1)^2*r2*((r1*r2)^2*r0)^2*r1*r2*r0*r1*r2*r1*r0")#96#1536
ReflexibleManiplex([ 8, 96 ], "(r1*r2*r1*r0*(r2*r1)^13*r0*r2*r1*r2)^3,((r1*r2)^7*(r1*r0)^3)^2,r2*(r0*r1*r2*r1)^2*r2*(r0*r1)^2")#96#1536
ReflexibleManiplex([ 8, 24 ], "(r1*r2*r1*r0)^2*r1*r0*r2*r1*r0*r1*r2*r0*r1*r0,(r2*r0)^2,(r2*(r1*r0)^3*r1)^2,((r2*r1*r0*r2*r1)^2*r0*r1)^2,r2*((r1*r2)^3*(r0*r1)^3*r2*r0)^2*(r1*r2)^3*(r0*r1)^3*r0")#24#1536
ReflexibleManiplex([ 8, 24 ], "r0*r1*r2*(r1*r0)^2*r2*r1*r0*r1*r2*(r0*r1)^2*r2*r1,r2*(r0*r1)^2*r2*r1*r2*((r0*r1*r2)^2*r1)^2*r2*r1,(r2*(r1*r0)^3*r1)^2,((r2*r1)^2*(r2*r1*r0)^2*(r2*r1)^2)^2")#24#1536
ReflexibleManiplex([ 8, 24 ], "(r0*r1)^2*r2*r1*(r2*r1*r0)^3*(r1*r2)^2*r1*r0*r2*r1*r2,(r0*r2*(r1*r0)^3*r1*r2*r1)^2,((r0*r2*r1)^2*(r2*r1)^2*r0*r1)^2,((r1*r2)^2*r1*(r2*r1*r0)^2*r2*r1*r2)^2,(r2*r0)^2,(r2*r1*r0*r1)^4,r2*r1*r2*(r1*(r2*r1*r0)^2)^2*(r2*r1)^2*r0*r1*r0")#24#1536
ReflexibleManiplex([ 8, 24 ], "((r1*r2*r0)^2*(r1*r2)^2*(r1*r0)^2)^3,((r1*r2)^4*r1*r0*r1*r2)^2,(r2*r0*r1)^5*r0*r1*(r0*r1*r2)^2*r1*r2*(r1*r0)^4*(r1*r2)^2*(r1*r2*r0)^2*r1,r2*r0*r1*r2*r1*(r0*r1*r2)^2*(r1*r2)^2*r1*r0*(r1*r0*r2)^2*r1,((r2*r1*r0*r1)^2*r0)^2,(r2*r1*r0*r1*r2*r1)^4")#24#1536
ReflexibleManiplex([ 16, 12 ], "(r0*r1*r0*r2*r1)^2*r0*r2*r1*r0*r1*r2,((r1*r2)^2*(r1*r0)^2)^3,((r1*r2)^2*r1*r0)^4,(r2*(r1*r0)^4*(r1*r2)^2*r1)^2,(r2*(r1*r0)^2*r1*r2*r1*r0*r1)^2")#24#1536
ReflexibleManiplex([ 16, 12 ], "r0*r1*r2*r1*r0*(r2*r1)^2*(r0*r1)^3*r2*r1*r0*(r2*r1)^2,r1*r2*r1*r0*r1*r2*(r0*r1*r2*r1)^2*r0*r1*r2*(r0*r1)^4*r2,(r1*r2*r1*r0*r2*r1*r2)^4,(r1*r2)^3*(r1*r0)^2*(r1*r0*r2)^2*(r1*r0)^2*r1*r2,(r2*r0*(r1*r2)^2*(r0*r1)^3)^2,((r2*r1)^2*r0)^2*(r2*r1*r0*r1)^2*r0*(r2*r1)^2*r0")#24#1536
ReflexibleManiplex([ 16, 12 ], "((r0*r1)^2*r2*r1*r0*r1)^4,(r0*(r1*r0*r2)^3*r1*r0*r1)^2,((r0*r1*r2)^2*r0*r1)^4,r0*r1*r2*(r1*r2*r0*r1*r0)^2*(r2*r1)^2*(r0*r1)^3*r2*(r0*r1)^2,r0*r2*(r1*r0)^5*r2*r1*(r2*r1*r0)^2*(r2*r1)^2,((r1*r2)^2*r1*r0)^2")#24#1536
ReflexibleManiplex([ 16, 12 ], "((r1*r0)^2*r1*r2)^6,(r1*r0*(r2*r1)^2*r2)^2,r1*r2*(r1*r0)^4*r2*r1*r2*r0*r1*r2*(r1*r0)^2*r1*(r0*r1*r2)^2*r0,r1*r2*(r1*r2*r1*r0)^3*(r1*r2)^2*(r1*r0)^3,r2*r1*r0*r2*(r1*r0)^6*(r2*r1)^2*r0*r1")#24#1536
ReflexibleManiplex([ 16, 24 ], "(r0*r1)^2*r2*r1*(r2*r1*r0)^3*(r1*r2)^2*r1*r0*r2*r1*r2,(r1*r2*r1*r0*r1*r2)^4,((r1*r2)^2*(r1*r0)^3*(r1*r2)^2)^2,(r1*r2*r1*(r2*r1*r0)^2*(r1*r2)^3)^2,(r2*r1*r0*(r1*r0*r2)^2*r1*r2*r1)^2,(r2*r1)^2*(r0*r1)^3*(r0*(r1*r2)^2)^2*r1*r0")#12#1536
ReflexibleManiplex([ 16, 24 ], "((r0*r1*r2)^2*r0*r1)^2,((r1*r0*r1*r2)^2*r1*r0)^2,((r1*r0*r1*r2)^2*r1*r2*r1*r2)^3,(r1*r2*r1*r0*r1*r2)^4,(r2*r1*(r2*r1*r0)^2)^2")#6#1536
ReflexibleManiplex([ 16, 24 ], "(r1*r0*(r1*r2)^2)^4,(r1*r2*r1*r0)^2*(r1*r2)^3*r0*(r1*r2)^2*(r1*r0)^2*r1*r2*r0,(r2*r1*r0*(r2*r1)^2)^2*(r0*r1)^4,(r2*r1*r2*r0*r1)^2*r2*r0*r1*r2*r1*r0")#12#1536
ReflexibleManiplex([ 16, 24 ], "r0*r1*r2*(r1*r0)^5*(r1*r2)^2*(r0*r1)^2*r2,r0*(r1*r2)^2*(r1*r2*r0)^2*r1*r0*r1*(r0*r1*r2)^2,(r1*r0*(r1*r2)^3*r1*r0)^2,(r1*r2*r1*r0*r1*r2)^4,(r2*(r1*r0)^3*(r1*r2)^2*r1*r0)^2,r2*(r1*r2*r0)^5*r1*r0,((r2*r1)^4*r0*r1*r2*r1)^2")#6#1536
ReflexibleManiplex([ 16, 24 ], "(r0*r1)^6*r0*r2*r1*r0*r2*(r1*r0)^6*r2*r1*r2,((r0*r1*r2)^2*(r1*r0)^3*r1*r2)^2,r0*(r1*r2)^2*(r0*r1*r2*r1*r0*r1)^2*r0*(r1*r2)^2,(r1*r0*(r1*r2)^2)^2,((r1*r0*r2)^2*r1*r2)^4,((r1*r2*r0*r1*r0)^2*r1*r0)^2")#12#1536
ReflexibleManiplex([ 16, 24 ], "(r0*r1*r0*(r2*r1)^3)^2,((r1*r0)^2*r1*r2)^2*r1*r2*r0*(r1*r2)^2*r0*r1*r2,(r2*r0)^2,r2*r1*r2*(r0*r1)^6*r2*r0*r1*r2*r1*r0*r1,r2*(r1*r2*r0)^5*r1*r0")#6#1536
ReflexibleManiplex([ 16, 24 ], "r0*r1*r2*r0*(r1*r0*r2)^2*r1*r2*(r1*r0)^6*(r1*r2)^2,(r1*r0*r1*r2*r1*r0*(r2*r1)^2*r0)^2,r1*r0*(r1*r2)^3*(r1*r2*r0)^4*r1*r0*r1*r2,((r1*r0*r2)^2*r1*r2)^4,(r1*r0*(r2*r1)^3*r0)^2,(r2*r0)^2")#12#1536
ReflexibleManiplex([ 16, 24 ], "r0*(r1*r0*r2)^5*r1*r2,(r0*(r2*r1)^2)^2*r0*r2*(r1*r0)^2*(r1*r2)^2*r0*r1*r2*(r1*r0)^2*(r1*r0*r2*r1*r2)^2*r1,(r1*r0*(r1*r2)^2)^2,r2*(r1*r0)^5*r2*r1*r2*r0*r1*r2*(r1*r0)^2*r1*(r2*r1*r0)^2")#6#1536
ReflexibleManiplex([ 8, 12 ], "(r0*(r2*r1*r0*r1*r2*r1)^2*r0*r1)^2,(r1*r0*(r1*r2)^2)^4,r1*r0*r2*r1*r0*(r2*r1)^4*r0*r1*r0*r2*r1*r0*r1*(r2*r1*r0)^2*r2*(r1*r2*r1*r0)^2*r2*r1*r0,r1*r2*r0*r1*(r0*r1*r2)^3*(r1*r2)^2*r0*r1*r2*r1*r0*r1*r2*(r0*r1)^2*r2*r1*r2*r0*r1*r0,(r2*r1*r0)^2*(r1*r2)^2*(r1*r2*r1*r0)^2*r1*r0*(r2*r1)^2*r0*(r1*r2)^2*r1,(r2*r1*r2*(r0*r1*r2*r1)^2)^4,(r2*r1)^2*r0*r1*r0*(r1*r0*r1*r2)^2*r1*r0*r1*(r0*r1*r2)^2*(r1*r2)^2*r1*r0,(r2*r1)^2*r2*(r1*r2*r0)^2*r1*r2*(r1*r0*r1*r2*r1*r0)^2*(r1*r2)^2*(r1*r0)^2*r1")#12#1536
ReflexibleManiplex([ 8, 12 ], "((r0*r1)^2*r0*(r2*r1)^2*r0*r1)^2,(r0*r1*r2*r1*r0*(r2*r1)^2*r0*r1)^2,(r1*r0*r2)^6,r1*r2*r0*((r1*r0)^2*r1*r2)^3*r0*(r1*r2)^2,r1*(r2*r1*r0)^2*(r1*r2)^2*r1*r0*(r1*r0*r2)^2*r1*r0*r1*(r2*r1*r0)^2,(r1*r2*r1*r0*r2*r1*r2)^4,(r2*r0)^2,r2*(r1*r0*(r2*r1)^3*r0)^2*r1*r0*r1*r2*r1*(r2*r1*r0)^2*(r1*r2)^2*r1*r0")#6#1536
ReflexibleManiplex([ 8, 12 ], "((r1*r0)^2*r1*r2*r1*r0)^2,(r1*r2)^2*(r0*r1)^2*(r2*r1)^3*r0*(r1*r2)^2*((r0*r1*r2)^2*r0*r1)^2*r2*r1*r0,r2*r1*r0*r1*(r2*r1*r0)^2*(r1*r2)^2*r1*r0*(r1*r0*r2)^2*r1*r0*r1*r2*r1*r0,((r2*r1)^2*r0*(r1*r2)^3*r0*r1)^2,(r2*r1)^2*(r2*r1*r0)^2*(r1*r0)^2*(r2*r1)^2")#12#1536
ReflexibleManiplex([ 8, 12 ], "((r1*r0)^2*r1*r2*r1*r0)^2,(r1*r2*(r1*r0)^2*r1*r2)^3,((r1*r2)^3*r0*(r1*r2)^2*r1*r0)^2,r2*r0*(r1*r2)^2*(r0*r1)^2*(r2*r1)^3*r0*(r1*r2*r1*r0*r1*r2)^2*r1,(r2*r1)^3*r2*(r0*r1)^2*(r0*r1*r2)^2*r1")#12#1536
ReflexibleManiplex([ 8, 48 ], "(r1*r0)^2*(r2*r1*r0*r1)^3*r0*r2,(((r1*r2)^2*r0)^2*r1*r0)^2,(r2*(r1*r0)^3*r1)^2,(r2*r1*r0*(r2*r1)^3)^3")#48#1536
ReflexibleManiplex([ 8, 48 ], "(r0*(r1*r2*r1*r0*r2)^2*r1)^2,(r1*r2*r1*r0)^2*r1*r0*r2*r1*r0*r1*r2*r0*r1*r0,(r2*(r1*r0)^3*r1)^2,r2*r1*r2*r0*(r1*r2)^2*r0*(r1*r2)^8*r0*r1")#48#1536
ReflexibleManiplex([ 8, 192 ], "(r1*r0*(r2*r1*r0*r2*r1)^3*r0)^2,(r2*(r1*r0)^3*r1)^2,((r2*r1)^2*r0*r1)^2,(r2*r1)^22*(r0*r2*r1)^3*(r2*r1*r2*r1*((r2*r1)^2*r0)^2)^2*(r2*r1*r0*r2*r1)^3*r0*r2*r0*(r1*r2*r0*r1*r2)^2*r1*r0")#192#1536
ReflexibleManiplex([ 8, 192 ], "(r1*r0*(r1*r2)^2)^2,(r2*r0)^2,(r2*(r1*r0)^3*r1)^2,(r2*r1)^6*(r0*r2*r1)^2*r2*r1*r0*(r2*r1)^10*r0*(r2*r1*r0*(r2*r1)^4)^2*(r2*r1)^2*(r2*r1*r0)^2*(r2*r1)^2*r0*(r2*r1)^13")#192#1536
ReflexibleManiplex([ 8, 48 ], "(r0*r1*r2*r1)^4,(r1*r0*r1*r2*(r1*r0)^2)^2,r1*r0*r2*r1*r2*(r1*r0*r2*r1*r0)^2*(r2*r1*r0)^2,r1*r2*r1*r0*(r1*r2)^2*(r0*r1*r2*r1)^2*r2,(r2*r1*r0)^2*((r2*r1)^5*r0*(r2*r1)^4)^2*(r2*r1)^4*r0")#48#1536
ReflexibleManiplex([ 8, 48 ], "r0*r1*r2*r1*(r2*r1*r0)^2*r1*r0*r2*r1*r2*r0*r1*r2*r1,((r1*r0)^3*r1*r2)^2,(r1*r2*r1*r0)^4,((r1*r2)^4*r1*r0*(r2*r1)^3*r2)^3")#48#1536
ReflexibleManiplex([ 24, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^2*r0*(r1*r2)^14*r0")#32#1536
ReflexibleManiplex([ 24, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r2*r1*r0*r2*r1*r0*((r2*r1)^5*r2*r0*r1*r2*r1)^2")#32#1536
ReflexibleManiplex([ 12, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^4*r0*(r1*r2)^28*r0")#32#1536
ReflexibleManiplex([ 48, 96 ], "(r1*r0)^9*r1*r2*r1*r0*r1*r2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^2*r0*(r1*r2)^14*r0")#32#1536
ReflexibleManiplex([ 48, 48 ], "(r0*r1)^5*r2*(r0*r1)^8*r0*r2*(r1*r0)^2*r1,((r1*r0)^5*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^2*r0*(r1*r2)^14*r0")#16#1536
ReflexibleManiplex([ 48, 48 ], "(r1*r0)^9*r1*r2*r1*r0*r1*r2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^8*r0)^2")#16#1536
ReflexibleManiplex([ 24, 48 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^8*r0)^2")#16#1536
ReflexibleManiplex([ 48, 96 ], "(r0*r1)^5*r2*(r0*r1)^8*r0*r2*(r1*r0)^2*r1,((r1*r0)^5*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*r0*(r1*r2)^5*r0*r1*r2*r1*(r2*r1*r0)^2*(r2*r1)^2*r2*(r1*r2*r0)^4")#32#1536
ReflexibleManiplex([ 24, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^6,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^4*r0*(r1*r2)^28*r0")#32#1536
ReflexibleManiplex([ 24, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*r1*(r2*r1*r0)^2*(r2*r1)^9*(r2*r0*r1)^2*r2*r1*r2")#32#1536
ReflexibleManiplex([ 24, 96 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^28*r0")#32#1536
ReflexibleManiplex([ 12, 48 ], "((r1*r0)^3*r2*r1*r0)^2,(r1*r2*r0*r1*(r0*r1*r2)^2*r0)^2,(r1*r2*(r1*r0)^2*r2*r1*r0)^2,(r2*r1)^4*r0*r2*(r1*r0)^3*(r2*r1)^11")#16#1536
ReflexibleManiplex([ 24, 48 ], "(r0*r1)^4*r0*r2*(r1*r0)^3*r1*r2,(r1*r0*r1*r2*(r0*r1)^2*r2)^2,((r1*r0*r2*r1*r0)^2*r2)^2,(r1*r2*r1*r0*r1*r2)^2*(r1*r0)^6,((r1*r2)^7*r1*r0*r2)^2")#16#1536
ReflexibleManiplex([ 12, 96 ], "(r1*r0*r1*r2*(r0*r1)^2*r2)^2,(r1*r2*(r0*r1)^3*r0)^2,(r1*r2)^6*(r0*r1*r2)^4*(r1*r2)^6,(r2*(r1*r0*r2*r1*r0)^2)^2")#32#1536
ReflexibleManiplex([ 24, 96 ], "((r1*r0)^3*r2*r1*r0)^2,(r1*r0*r1*r2*r1*r0)^2*(r1*r2)^2*(r1*r0)^4,(r1*r2*(r1*r0)^2*r2*r1*r0)^2,(r1*r2)^2*r0*(r1*r2)^12*r1*r0*r1*(r0*r1*r2)^2,r2*r1*r2*r0*r1*(r0*r1*r2)^2*(r0*r1*r2*r0*r1)^2*r0")#32#1536
ReflexibleManiplex([ 48, 48 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^18,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^8*r0)^2")#16#1536
ReflexibleManiplex([ 48, 96 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^16*(r1*r0)^8")#32#1536
ReflexibleManiplex([ 48, 96 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^18,(r1*r0*r1*r2*r1*r0*r2)^2,r2*r1*r0*r2*r1*r0*((r2*r1)^5*r2*r0*r1*r2*r1)^2")#32#1536
ReflexibleManiplex([ 48, 48 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^8*r0)^2")#16#1536
ReflexibleManiplex([ 12, 192 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^10*r0*(r1*r2)^22*r0")#64#1536
ReflexibleManiplex([ 24, 192 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^10*r0*(r1*r2)^22*r0")#64#1536
ReflexibleManiplex([ 24, 192 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^6,(r1*r0*r1*r2*r1*r0*r2)^2,(r2*r1*r0)^2*r2*r1*r2*r0*(r1*r2)^27*r0*r1*r2*r1")#64#1536
ReflexibleManiplex([ 12, 192 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^62*r0")#64#1536
ReflexibleManiplex([ 12, 48 ], "(r1*r2*(r1*r0)^5)^2,(r2*r0)^2,r2*r1*r0*r1*r2*((r0*r1)^3*r2*r0*r1)^2*(r0*r1)^2*r0,(r2*r1*r0*r2*r1)^2*(r2*r1)^4*(r0*r1)^2,((r2*r1)^3*r0*r1*r0)^2")#16#1536
ReflexibleManiplex([ 12, 48 ], "((r1*r0)^4*r2)^2,((r1*r0)^2*r2*r1*r2)^2*(r1*r0*r2*r1*r0*r1*r2)^2,((r2*r1*r0)^3*r1*r0)^2,(r2*r1*r0*r2*r1)^4")#16#1536
ReflexibleManiplex([ 12, 24 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*(r0*r1*r2)^2*r1*r2*r0)^2,(r1*r2*r0)^8,((r1*r2)^4*r0)^2")#8#1536
ReflexibleManiplex([ 12, 48 ], "r0*r1*r0*(r2*r1*r0*r2*r1)^2*(r0*r2*r1)^2*r2*r1*r2,(r0*(r1*r2)^2*r1)^4,(r1*r0)^2*r1*r2*(r1*r2*r1*r0)^3*(r1*r2)^2*r1*r0,(r1*r2*r0*(r1*r2)^3)^2,(r2*r0)^2,(r2*(r1*r0)^2*r2*r1*r0*r1)^2")#16#1536
ReflexibleManiplex([ 12, 24 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*(r1*r2)^3*r1*r0*r2)^2,((r1*r2*r0*r1*r2)^2*r0)^2,(r1*r2*r1*r0*(r1*r2)^2*r0)^2")#8#1536
ReflexibleManiplex([ 12, 24 ], "((r1*r0)^2*r2*(r1*r0)^2)^2,((r1*r0)^2*(r2*r1)^3*r2)^2,(r1*r2*r1*r0*r2)^4,((r1*r2)^2*r1*r0)^4,(r1*r2*r1*(r2*r1*r0)^2*r1*r2)^2,((r2*r1*r0*r1)^2*r0)^2")#8#1536
ReflexibleManiplex([ 12, 48 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r2*r1*(r2*r1*r0)^2)^2,(r1*r2*r0*r1*r2)^4")#16#1536
ReflexibleManiplex([ 24, 48 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*(r0*r1*r2)^2)^2*(r1*r2*(r0*r1)^2*r2)^2,((r1*r2)^2*(r1*r0)^2*(r1*r2)^2)^2,r2*r1*r2*(r0*r1*r2*r0*r1)^2*(r2*r0*r1)^2*r0*r1*r0,(r2*r1*r2*r0*r1)^4")#16#1536
